8397-1,Pirate Survival,2009,153,16
9544-1,Math Machines Set,2006,507,554
comcon010-1,Mini Republic Dropship Mini AT-TE Brickmaster Pack - San Diego Comic-Con 2009 Exclusive,2009,161,202
2833-1,"Lila, the Big Bluebell",1999,660,32
40213-1,Monthly Mini Model Build June 2016 - Sea Plane,2016,409,24
4062-1,Actress,2001,273,4
41356-1,Stephanie's Heart Box,2019,494,85
4339-1,Aqua Pod,2005,478,56
4582-1,Red Bullet,2002,113,29
4924-17,Advent Calendar 2004 Creator (Day 16) Elf Girl,2004,223,14
4992-1,Fire Boat,2007,58,23
5285-1,2 Large Shock Absorbers / Large Shock Absorbers,1994,453,2
75134-1,Galactic Empire Battle Pack,2016,158,109
7616-1,Basic Red Bucket,2009,37,428
8143-1,Ferrari 1:17 F430 Challenge,2007,114,689
9251-1,Lego Basic Just Bricks,2000,507,576
K4511-1,Passenger Train Kit,2003,239,2
1374-1,Green Goblin,2002,488,58
1463-1,Treasure Cart,1992,190,24
40031-1,Bunny and Chick,2012,229,52
41575-1,Cobrax,2016,589,64
44010-1,Stormer,2013,401,69
4501-2,"Mos Eisley Cantina, Original Trilogy Edition box",2004,169,196
6683-1,Burger Stand,1983,75,68
70363-1,Battle Suit Macy,2017,605,66
72002-1,Twinfector,2018,605,191
7246-1,Mini Digger,2005,56,37
75150-1,Vader’s TIE Advanced vs. A-Wing Starfighter,2016,182,702
8251-1,Sonic Cycle / Motorbike,1999,13,88
9243-1,Doors Windows and Roof Tiles,2002,528,270
970042-1,Piston Rod (Pack of 75),2002,525,75
K4519-1,Cross Track Kit,1992,244,6
Vancouver-1,"LEGO Store Grand Opening Exclusive Set, Oakridge Centre, Vancouver, BC, Canada",2012,408,13
157-2,Automatic Direction Changer,1969,243,7
21154-1,The Blaze Bridge,2019,577,0
30359-1,Police Water Plane,2018,61,48
30401-1,Emma's Pool Slide,2017,494,45
3420-3,Championship Challenge II - L'Equipe de France Promo Edition,2002,462,387
3442-1,"Legoland California Truck, Limited Edition",1998,85,104
40349-1,Puppy,2019,610,147
41620-1,Stormtrooper,2018,610,124
531-1,Elephants,1976,505,21
5435-1,Flower (Explore),2003,440,0
6851-1,Tri-Wheeled Tyrax,1991,129,40
687-1,Caravelle Plane,1973,412,48
70012-1,Rubber Bands,1985,453,20
71018-10,Battle Dwarf,2017,611,9
75133-1,Rebel Alliance Battle Pack,2016,158,101
8185-1,Ferrari Truck,2009,114,536
8539-1,Manas,2001,343,454
9165-1,Duplo Vehicles,1993,516,24
10073-1,Bushes,2003,256,130
1224.1-1,8 Danish Named Beams,1955,371,8
2670-1,Water Park,1995,632,43
3759-1,35th Anniversary Tub,1998,469,1200
41018-1,Cat's Playground,2013,496,31
6146-1,Pick-up Truck,2012,504,17
75225-1,Elite Praetorian Guard Battle Pack,2019,158,109
7724-8,Advent Calendar 2008 City (Day  7) Fireman and Radio,2008,220,5
1520-1,Basic Set with Storage Case,1985,467,215
30086-1,Hidden Sword,2012,435,39
30203-1,Mini Golf,2015,494,26
40322-1,Caterpillar,2019,409,48
4978-1,Road Sweeper,2007,650,11
561805-1,Veterinary Cabinet,2018,494,33
65517-1,Dora the Explorer Value Pack,2004,628,0
700.1-1,Extra-Large Gift Set (ABB),1949,365,142
70728-1,Battle for Ninjago City,2014,435,1218
7324-5,Advent Calendar 2005 City (Day  4) Policeman,2005,220,5
7581-1,Winter Royal Stables,2007,319,92
8374-1,Williams F1 Team Racer 1:27,2003,122,92
853636-1,Harley Quinn Key Chain,2017,503,0
8684-6,Traffic Cop - Complete Set,2010,537,7
10771-1,Carnival Thrill Coaster,2019,275,98
40126-1,Monthly Mini Model Build January 2015 - Alien and Space Dog,2015,409,55
459-1,"1 x 1 x 1 Windows Refill, Red or White",1966,371,40
5205-1,Pulleys and Rubber Belts,1999,453,14
6299-13,Advent Calendar 2009 Pirates (Day 12) - Fish over Fire,2009,224,9
6799-1,Showdown Canyon,1997,476,74
6818-1,Cyborg Scout,1997,144,36
71311-1,Kopaka and Melum - Unity set,2016,324,170
31039-1,Blue Power Jet,2015,672,608
4830-1,Bucket,2001,505,51
631-1,Doors and Windows,1996,473,52
6571-1,Flame Fighters,1994,74,432
65767-1,Attack from the Sea,2005,198,2
7907-6,Advent Calendar 2007 City (Day  5) Barricade,2007,220,12
8491-1,Ram Rod,2008,116,71
852996-1,Lego Club Max,2010,535,4
Elizabeth-1,"LEGO Store Grand Opening Exclusive Set, Jersey Gardens, Elizabeth, NJ",2012,408,15
1259-1,Motorbike,1999,13,28
1723-1,Castle / Pirates Combi Pack,1994,559,2
241602-1,Jynx cat,2016,600,26
30186-1,Christmas Tree,2013,228,51
4002016-1,50 Years On Track,2016,301,1142
40366-1,LEGO House Dinosaurs,2019,599,864
42062-1,Container Yard,2017,1,631
4544-1,Car Transport Wagon with Car,1994,236,142
4578-1,Ghost,2001,125,7
4619-1,A.I.R. Patrol Jet,2002,282,65
4896-1,Roaring Roadsters,2006,672,931
5001096-1,Batman 2: DC Super Heroes - Xbox 360,2012,501,0
623-2,White Car and Camper,1970,423,38
6647-1,Highway Repair,1980,85,54
71020-15,Apache Chief,2018,609,6
8247-1,Road Rebel / Buggy Racer,1999,12,43
850503-1,Christmas Tree Ornament,2012,227,3
8786-2,"Vladek (USA version with 6 Cards, Target Promo)",2004,198,54
9655-1,Fun Time Gears II,1998,516,46
1971-1,Black Knight's Battering Ram,1993,188,36
2824-24,Advent Calendar 2010 City (Day 23) Christmas Tree,2010,220,23
2935-1,Fire Engine,1996,664,34
30008-1,Snowman,2009,206,44
464-1,"6 x 8 Plates, White",1966,371,6
5004916-1,Kai’s Dojo Pod polybag,2017,616,37
60024-2,"Advent Calendar 2013, City (Day  1)",2013,220,5
70919-1,The Justice League Anniversary Party,2018,484,267
71001-5,Tomahawk Warrior - Complete Set,2013,545,6
759-1,Storage Cabinet,1985,443,1
79018-1,The Lonely Mountain,2014,565,865
2146-1,Freestyle with Storage Case,1996,399,819
2167-1,Sabah Promotional Set: Penguin,1997,468,8
30028-1,Wreath,2011,227,50
3317-1,German National Player,1998,462,4
41127-1,Amusement Park Arcade,2016,494,174
41506-1,Teslo,2014,581,54
42054-1,Claas Xerion 5000 Trac VC,2016,1,1976
515-2,Building Set,1973,505,30
6002-2,Castle Figures,1983,189,22
75182-1,Republic Fighter Tank,2017,168,305
7884-1,Batman's Buggy: The Escape of Mr. Freeze,2008,484,75
8805-9,Small Clown - Complete Set,2011,540,6
9780756693824-1,DK Readers Level 3: Friends: Friends Forever,2012,497,0
K8725-1,Matoran of Voya Nui Collection (8721 8722 8723 8724 8725 8726),2006,337,6
2312-1,Duplo Supplementary Bricks,1987,505,39
3331-1,Bird,1998,468,14
3939-1,Mia's Bedroom,2012,494,87
40314-1,Dr. Fox Magnifying Machine,2018,625,76
4101-1,Wild Collection,2003,204,487
41610-1,Tactical Batman & Superman,2018,610,209
5157-1,Town and Space Equipment,1991,443,32
5280-1,"Liftarms & Triangles / Liftarms, Triangles",1995,453,10
6143-1,Race Team,2012,504,34
65524-1,Hogwarts Express (2nd edition) Co-Pack (contains 10132 4515 4520),2004,250,3
701-1,Hinges,1984,443,3
7527-1,Pretty in Pink Beauty Set,2005,500,136
8207-1,Dune Duster / Hawaiian Beach Racer,1996,11,81
8736-1,Toa Hordika Vakama,2005,350,48
8876-1,Scorpion Prison Cave,2005,198,279
918-white-2,21 White 2x4 Bricks,1969,371,21
9780756659844-1,DK Ultimate Sticker Collection-Minifigure,2009,497,0
9898-1,9-Volt Long Connecting Leads,1996,1,2
10855-1,Cinderella's Magical Castle,2017,640,56
1676-1,Basic Building Set,1990,467,22
3020-1,Raft of Johnse,1998,297,18
330081-1,Play and Build Kit for Nintendo DS - Star Wars,2011,501,6
347-4,Fire Station with Mini-Wheel Vehicles,1969,417,206
364-1,Harbour Scene,1975,419,515
8-Mar,Mini-Wheel Model Maker No. 3,1971,423,67
4652-1,Tow Truck,2003,292,26
5771-1,Hillside House,2011,672,710
60213-1,Dock Side Fire,2019,52,96
66358-1,City Super Pack 3 in 1 (7634 7635 7684),2010,57,3
71011-2,Astronaut,2016,554,9
7574-24,Advent Calendar 2005 Clikits (Day 23) Gift Tag with Icons,2005,222,4
1024-1,Animals,1985,516,32
21010-1,Robie House,2011,252,2276
2504-1,Spinjitzu Dojo,2011,435,381
4993-1,Cool Convertible,2008,672,648
60079-1,Training Jet Transporter,2015,93,448
60122-1,Volcano Crawler,2016,52,323
60227-1,Lunar Space Station,2019,679,410
6091-1,King Leo's Castle,2000,197,539
662-1,Dumper Lorry,1976,416,27
7189-1,Mill Village Raid,2011,196,666
723-1,Diesel Locomotive,1970,234,95
7324-20,Advent Calendar 2005 City (Day 19) RC Car,2005,220,8
7574-19,Advent Calendar 2005 Clikits (Day 18) Bracelet,2005,222,9
8018-1,Armored Assault Tank (AAT),2009,165,406
852769-1,Vintage Minifigure Collection Vol. 5,2010,535,20
8946-1,Photok,2008,333,14
911838-1,Probe Droid,2018,163,26
9781465466594-1,DK Readers Level 1 Ninjago - Ninja in Action,2018,497,0
10269-1,Harley-Davidson Fat Boy,2019,673,1
10559-1,A Fairy Tale,2013,505,15
2615-1,Nursery,1990,652,8
301-1,Curved Road Plates,1978,84,2
30356-1,Hot Dog Stand,2018,52,43
4080-1,"Brick Bucket, Small (Explore)",2002,505,45
6841-1,Mineral Detector,1980,130,44
75056-11,Advent Calendar 2014 Star Wars (Day 10) - TIE Fighter,2014,225,11
76059-1,Spider-Man: Doc Ock's Tentacle Trap,2016,488,445
8607-1,Nuhrii,2004,336,27
8805-1,Graduate - Complete Set,2011,540,7
1213-1,Space Radar Disks,1982,452,5
30262-1,Gorzan's Walker ,2014,571,34
3623-1,Beauty Salon,1988,390,25
4186876-1,Passenger Wagon Blue (White Box),2002,238,192
4499536-1,Offre Speciale 4 Boites (7236 7238 7235 7241),2007,52,0
6401-1,Seaside Cabana,1992,90,45
71020-3,Clock King,2018,609,7
75014-1,Battle Of Hoth,2013,169,415
75230-1,Porg,2018,612,810
7558-1,Shells & Starfish,2005,500,14
75964-1,Harry Potter Advent Calendar,2019,246,0
7599-1,Garbage Truck Getaway,2010,275,404
8073-1,Manta Warrior,2010,315,13
853882-1,Stephanie Key Chain,2019,503,0
8653-1,Enzo Ferrari 1:10,2005,114,1357
8897-1,Jagged Jaws Reef,2010,123,190
9255-1,Basic Set,1992,534,185
COWT-4,Cities of Wonders - Taiwan: 85 Building,2017,619,180
2783-1,Ironing Set,1995,652,5
3401-2,Shoot 'n' Score - with ZIDANE / Adidas Minifig,2000,462,24
40194-1,Finish Line & Podium,2014,598,64
40295-1,LEGO House - Chef,2017,599,6
41172-1,The Water Dragon Adventure,2016,600,212
5005228-1,Harley Quinn Minifigure Alarm Clock,2017,501,0
5342-1,Bucket,2001,505,34
622-2,Baggage Carts,1970,412,45
703-3,Battery Box,1984,443,1
75244-1,Tantive IV,2019,158,1768
954-1,Sky Copter,1978,4,364
Duck75-1,75th Anniversary Duck on Wheels,2007,301,44
1214-1,Upper Part of Motorhome for 4.5V/12V Trainmotor,1984,456,1
30221-1,Fire Car,2013,58,36
3156-1,Hot Wear for Woman,2000,668,3
40246-1,Monthly Mini Model Build August 2017 - Rainbow Fish,2017,409,32
41574-1,Compax,2016,589,66
460-1,Rescue Units,1973,420,36
4661-1,Construction Worker,2005,650,4
519-9,2 x 3 Plates - Black (architectural hobby und modelbau version),1962,252,32
6109-1,"Sea Creeper (with Stingray Baseplate, Raised)",1998,313,79
625-1,Tractor,1978,72,31
6271-2,Imperial Flagship with Free Storage Case,1992,150,1
6568-1,Drag Race Rally,1998,87,296
7515-1,Striped Sunny Jewels,2004,500,49
853645-1,Batgirl Mask,2017,501,0
9780545645270-1,Legend of Chima: Ravens and Gorillas,2014,497,12
991336-1,2-Stud Axles with Grooves (Pack of 100),2007,525,100
10707-1,Red Creative Box,2017,621,55
163-1,Cargo Wagon,1977,235,127
225-1,1 x 6 and 1 x 8 Bricks,1958,371,54
40059-1,Santa's Sleigh,2013,228,77
4258-1,Big Box Play Scape,1998,399,1009
45020-1,Creative Lego Brick Set,2016,507,998
6012-1,Siege Cart,1986,199,54
6310-1,T-Road Plates,1986,84,2
6510-1,Mud Runner,1991,82,34
71010-0,LEGO Minifigures - Series 14 {Random bag},2015,552,0
712-1,Sea Plane,1977,412,115
8415-1,Dump Truck,2005,7,284
HPWAND-1,Harry Potter Wand,2018,246,26
1352-1,Explosion Studio,2000,273,244
1513-2,Basic Building Set Gift Item,1989,467,71
1704-1,Ice Planet Satellite Plough,1994,133,47
2156-1,Car,2000,467,17
3290-1,The Big Family House,1997,668,253
41026-1,Sunshine Harvest,2014,494,236
41045-1,Orangutan's Banana Tree,2014,496,37
4828-1,Princess Royal Stables,2007,662,48
6654-1,Motorcycle Transport,1983,85,54
70224-1,Tiger's Mobile Command,2015,571,711
752437W-1,Minifigure Display Case Large Whit﻿﻿e,2011,501,16
8035-1,Universal Building Set,1986,21,174
811-2,Gear Crane Set,1974,472,181
8709-1,Underground Mining Station,2009,439,635
9780723291077-1,City: Sneaky Sharks,2014,497,11
9781465468550-1,Braille DUPLO Farm,2018,497,0
lmg009-1,LEGO Japan Snail,2004,301,8
1963-1,Basic Set with Storage Case,1986,467,221
3220-1,Christian with Gifts,1998,668,21
3272-1,Scoop on the Road,2001,626,21
3795-1,Kitchen,1985,390,29
4128-1,XL Freestyle Bucket,1997,399,657
561612-1,Kitten,2016,494,23
6338-1,Hurricane Harbor,1995,71,364
6386-1,Police Command Base,1986,80,402
6409-1,Island Arcade,1993,90,149
66453-1,City Super Pack 4 in 1,2013,52,0
70356-1,The Stone Colossus of Ultimate Destruction,2017,605,782
75160-1,U-Wing Microfighter,2017,185,108
8677-1,Ultimate Build Mater,2011,269,287
8869-1,Power Functions Control Switch,2009,438,1
9748-1,Droid Developer Kit,1999,261,658
comcon028-1,Spider-Man - San Diego Comic-Con 2013 Exclusive,2013,488,1
TRUKAYAK-1,Kayak,2015,52,18
0011-2,Town Mini-Figures,1978,84,12
1236-2,Garage,1955,372,59
238-9,Lego System Idea Book (by Samsonite),1964,497,0
242.3-1,6 International Flags -3-,1963,371,6
3095-1,Wildlife Park,2001,632,32
4032-7,Passenger Plane - ANA Air Version,2004,106,150
41091-1,Mia's Roadster,2015,494,195
4805-1,Ninja Knights,1999,434,31
5679-1,Police Bike,2011,632,8
6216-1,Jawblade,2012,403,45
70172-1,AntiMatter's Portal Hideout,2015,303,472
7116-1,Tahu,2010,345,19
7507-1,Jewels-n-Rings,2003,500,80
llca34-1,Sarcophagus (LLCA Ambassador Pass Exclusive),2008,425,181
1560-2,Lufthansa Boeing 727,1976,412,44
2188-1,Speedboat,1997,399,58
30449-1,The Milano,2017,493,64
3385-1,Conductor Charlie,2003,239,6
3456-1,2 x 2 Dark Green Bricks,2000,254,100
361-2,Garage,1979,85,79
40199-1,Billund Airport,2018,598,286
70910-1,Scarecrow Special Delivery,2017,484,202
7894-1,Airport,2006,53,704
8182-1,Monster Crushers,2009,120,387
COWS-3,Cities of Wonders - Singapore: Chope Seat,2017,619,93
246-2,Santa with Sleigh and Reindeer,1977,227,68
460-2,"1 x 2 x 3 Doors Refill, Red or White",1966,371,26
5005699-1,Wyldstyle Alarm Clock,2019,501,0
566-1,Basic Set,1981,469,301
60099-1,City Advent Calendar 2015,2015,208,278
70129-1,Lavertus' Twin Blade,2014,571,182
7217-1,Braca (Duracell 12 pack AA battery promotion),2006,324,16
75161-1,TIE Striker Microfighter,2017,159,87
891950-1,Daddy No Legs,2019,435,30
970608-1,Connector Pegs (Pack of 100),2002,525,100
OklahomaCity-1,"LEGO Store Grand Opening Exclusive Set, Penn Square Mall, Oklahoma City, OK",2009,408,58
10847-1,My First Number Train,2017,504,23
1548-2,Helicopter,1985,466,0
30474-1,Reindeer,2016,227,77
40090-1,Halloween Bat,2014,230,156
40131-1,Monthly Mini Model Build June 2015 - Parrot,2015,409,55
41385-1,Emma's Summer Heart Box,2019,494,86
4139-1,Freestyle Bucket,1997,399,249
41454-1,Dr. Fox Laboratory,2018,625,358
44024-1,TUNNELER Beast vs. SURGE,2014,400,59
4924-14,Advent Calendar 2004 Creator (Day 13) Santa Ornament,2004,223,12
5000022-1,Hulk,2012,487,4
5001387-1,8-stud Green Storage Brick,2012,501,0
5901-1,River Raft,1999,299,19
60024-1,"Advent Calendar 2013, City",2013,208,24
6514-1,Trail Ranger,1994,83,36
8528-1,Converter Cables for Mindstorms NXT,2006,259,3
911723-1,Vulture Droid,2017,162,35
10667-1,Construction,2014,591,159
235-2,Garage Plate and Door (Gray Base and Door Frame),1968,371,5
2661-1,Zoo Van (Animal Transporter),1990,632,4
30353-1,Tractor,2017,56,43
3472-1,1 x 4 Red Bricks,2000,254,50
4591-1,Star Burst/Star Strike,2002,113,28
5506-1,Large Brick Box,2010,505,71
6133-1,Race Day,2012,506,26
677-1,Knight's Procession,1979,189,48
71007-18,LEGO Minifigures Series 12 - Sealed Box,2014,548,60
7586-1,Sunshine Home,2008,322,454
7623-1,Temple Escape,2008,267,559
2137-1,Sabah Promotional Set: Swamp Boat,1996,468,8
2435-1,Western Town,1998,665,33
2717-1,Train Bridge,1984,634,5
306-1,Two Lunar Landing Plates,1979,143,2
3515-1,African Adventures,2003,505,52
3915-1,Race Car Driver Key Chain,2000,503,0
480-1,Rescue Helicopter,1975,417,62
5049-1,Transparent Windows and Bricks,1993,443,8
590-1,Engine Co. No. 9,1978,74,337
6377-1,Delivery Center,1985,70,305
6969-1,Celestial Stinger,1998,134,253
70743-1,Airjitzu Morro Flyer,2015,436,47
853707-1,Star Lord Key Chain,2017,503,0
Glendale-1,"LEGO Store Grand Opening Exclusive Set, Arrowhead Towne Center, Glendale AZ",2010,408,140
1831-2,Maersk Sealand Container Lorry,1995,70,206
30476-1,Turtle,2017,31,33
3058-1,Busy City - Master Builders (Masterbuilders),2000,97,73
310-4,Basic Building Set,1985,467,46
312-2,Bracelet and Pendant,1979,668,55
3285-1,Wendy in the Office,2003,626,8
3420-4,Championship Challenge II - Sports Edition,2004,462,387
3850060-1,Fish Tank,2017,410,33
40100-1,Monthly Mini Model Build July 2014 - Surf Van,2014,409,46
41628-1,Princess Leia Organa,2018,610,124
4432-1,Garbage Truck,2012,63,212
5003578-1,Legends of Chima The Lion the Crocodile and the Power of CHI!,2014,501,0
5005375-1,Minifigure Display Case 16,2018,501,16
5295-1,Racks & Pivots,1998,453,12
5513-1,Tubular Chest,2004,505,114
60117-1,Van & Caravan,2016,63,250
66389-1,City Super Pack 5 in 1,2011,61,5
71017-12,The Eraser,2017,609,6
7712-1,Supernova,2006,389,286
79116-1,Big Rig Snow Getaway,2014,570,742
843-1,"Baseplate, Gray",1980,473,1
850800-1,Hedgehog Bag Charm,2013,503,0
8779-1,The Grand Tournament,2004,198,321
8831-16,Grandma Visitor - Complete Set,2012,542,7
118-3,Motorized Freight or Passenger Train (Sears Exclusive),1969,235,419
1320-1,Differential and Bevel Gears,1987,1,32
1650-1,Maersk Line [Promotional Container Ship],1974,363,220
1693-1,Turbo Force,1992,82,26
21315-1,PopUp Book,2018,576,859
2856453-1,LEGO Brand Pirates of the Caribbean Video Game - PS3,2011,501,0
3027-1,25th Anniversary Silver Bucket,1998,399,418
3507-1,1 x 4 x 3 Wall Element Clear,2001,254,25
3866-1,Star Wars Battle of Hoth,2012,502,305
42082-1,Rough Terrain Crane,2018,5,4056
5327-1,Small Bucket,2001,505,60
5833-1,Rosita's Wonderful Stable,2001,319,38
6095-1,Royal Joust,2000,197,103
6104-1,Aquacessories,1996,314,26
6464-1,Super Rescue Complex,1999,103,348
70673-1,ShuriCopter,2019,435,360
71006-1,The Simpsons House,2014,50,2531
71022-16,Albus Dumbledore,2018,656,8
7223-2,Yellow Truck (Box version) - ANA Promotion,2003,204,36
7795-1,LEGO Deluxe Starter Set,2006,37,1104
7914-1,Mandalorian Battle Pack,2011,165,68
8091-1,Republic Swamp Speeder,2010,165,175
852549-1,Count Dooku Key Chain,2009,503,0
891620-1,Nya,2016,435,10
9239-1,Stable Set,2005,516,44
9776-1,Pneumatic Circuit,1999,1,4
HP-SNITCH,Golden Snitch,2018,667,35
1023-1,Red Baseplate,1985,516,1
1103-2,DNA Student Set,2008,517,521
4475-1,Jabba's Message,2003,169,46
5002887-2,"The LEGO Book, Expanded and Fully Revised",2012,497,0
60124-1,Volcano Exploration Base,2016,52,822
60146-1,Stunt Truck,2017,52,91
70106-1,Ice Tower,2013,572,101
70337-1,Ultimate Lance,2016,605,75
70721-1,Kai Fighter,2014,435,196
7416-1,Emperor's Ship,2003,300,178
853534-1,Skybound Jay Key Chain,2016,503,0
853767-1,Star Destroyer Bag Charm,2018,503,0
10082-1,Birthday Pack Daisy,2004,500,70
21015-1,The Leaning Tower of Pisa,2013,252,344
2729-1,Quattro Leg,1999,470,17
3391-1,"Dash, Mission Deep Sea, Chupa Chups Promotional",2003,305,9
41043-1,Penguin's Playground,2014,496,46
5370b-1,Large Make and Create Bucket with Special LEGO Bonus Bricks (Bonus box and its contents only),2005,48,201
70781-1,Protector of Earth,2015,360,66
75245-1,Star Wars Advent Calendar,2019,209,0
76118-1,Mr. Freeze Batcycle Battle,2019,484,211
7958-8,Advent Calendar 2011 Star Wars (Day  7) - Tool Depot,2011,225,9
891618-1,Ronin,2016,435,15
891834-1,Spinjitzu Lloyd,2018,435,8
970634-1,1 x 6 Beams,2002,525,30
VP-3,Star Wars Co-Pack of 7131 and 7151,2000,166,2
1967-1,System Bonus Pack,1993,559,5
21304-1,Doctor Who,2015,576,623
2856238-1,Yellow Brick Clock,2015,501,0
3403-1,Fans' Grandstand with Scoreboard,2000,462,80
3735-1,Grey Train Doors with Panes,2000,257,20
4032-12,Passenger Plane - Malaysian Air Version,2005,106,144
41155-1,Elsa's Market Adventure,2018,579,125
41775-0,Unikitty! blind bags series 1 {Random bag},2018,625,0
5541-1,Blue Fury,1995,278,421
6370-1,Weekend Home,1985,69,186
65766-1,Thomas Bridge & Tunnel Set,2005,631,15
70125-1,Gorilla Legend Beast,2014,574,107
7496-1,Stretchy at Work,2004,661,10
75137-1,Carbon-Freezing Chamber,2016,169,231
9353-1,Theme Set,1991,533,900
kk2vp2-1,Knights' Kingdom Value Pack 2 (with bonus water bottle),2004,198,3
086-1,Tub Boat,1978,632,3
1135-2,"Battery Cable Kit: 16 Connectors, 3m Cable",1981,443,17
1666-1,Brick Vac,1991,467,140
1800-1,Turtle,1998,505,6
2805-1,Pony Club,1997,632,15
2824-14,Advent Calendar 2010 City (Day 13) Toy Fire Truck,2010,220,15
290-2,Dining Suite,1973,405,113
31043-1,Chopper transporter,2016,672,124
3934-1,Mia’s Puppy House,2012,494,83
41049-1,Panda's Bamboo,2014,496,47
4728-1,Escape from Privet Drive,2002,247,282
70400-1,Forest Ambush,2013,186,90
70723-1,Thunder Raider,2014,435,335
71008-10,Evil Wizard,2015,551,10
7307-1,Flying Mummy Attack,2011,437,125
7915-1,Imperial V-wing Starfighter,2011,168,138
9694-1,NXT Color Sensor,2010,259,1
K5613-1,City Fire Station Collection,2008,58,0
10213-1,Shuttle Adventure,2010,276,1203
1102-1,Motor Bushes,1977,456,4
15-2,Large House Set,1973,433,157
1612-1,Race Car,1988,82,30
2394-1,Farm Bucket,1994,505,52
2824-18,Advent Calendar 2010 City (Day 17) Shower Stall,2010,220,9
3023-1,Slyboot Car,1998,297,23
30402-1,Snowboard Tricks,2017,494,27
3734-1,Train Windows with Panes Blue,2000,254,20
41098-1,Emma's Tourist Kiosk,2015,494,98
4124-11,"Advent Calendar 2001, Creator (Day 10) Dinosaur",2001,217,8
5274-1,"8 Tires / Tyres (4x24, 4x 30 mm) w/hubs",1992,453,16
5358-1,Extra Large Bucket,2004,441,100
6111-1,Street Chase,2006,120,193
6977-1,Arachnoid Star Base,1998,134,434
7070-1,Catapult Raft,2004,286,23
852771-1,Minifigure Ice Cube Tray,2010,501,0
8639-1,Big Bentley Bust Out,2011,269,743
8862-1,Backhoe Grader,1989,7,679
970620-1,8 Tooth Gears (Pack of 100) 'Spur' Gears,2002,525,100
0016-1,Castle Mini Figures,1978,186,15
10000-1,Guarded Inn,2001,186,256
10219-1,Maersk Container Train,2011,240,1233
1121-1,"Propellers, Wheels and Rotor Unit",1977,443,15
215-3Bk,"2 x 8 Bricks, Black (USA/CAN)",1962,371,9
271825-1,Aaron,2018,605,15
2740-1,Level Crossing,1993,634,7
30362-1,Sky Police Jetpack,2019,53,33
3451-1,Sopwith Camel,2001,276,577
5475-1,Girls Fantasy Bucket,2006,37,191
6709-1,Tribal Chief,1997,477,16
700GP6-2,Gift Package,1957,372,46
75931-1,Dilophosaurus Outpost Attack,2018,602,289
850513-1,I Love Malaysia Magnet [Male],2012,501,6
853449-1,Yoda Key Chain,2015,503,0
8902-1,Vezok,2006,340,42
911608-1,Landspeeder,2016,163,37
9781465444769-1,DK Readers Level 3: Nexo Knights: Monster Battles,2016,497,0
GMRacer4-1,General Mills Racer Car 4 - Black on Red on Light Gray - Slick Wheels,2009,501,3
K8929-1,Matoran of Mahri Nui Collection,2007,334,4
KT306-1,Small Train Engine Brown,2001,238,2
10505-1,Play House,2013,652,83
2304-1,Large Building Plate,1992,504,1
30543-1,Christmas Train,2018,228,66
41126-1,Heartlake Riding Club,2016,494,588
4827-1,Medium Bucket,2001,505,45
5003406-1,Homeschool Early Simple Machines III Pack,2014,516,1
697-2,Idea Book 697,1997,497,2
71001-13,Baseball Fielder - Complete Set,2013,545,5
7723-1,Police Pontoon Plane,2008,61,214
8506-1,Granite / Rock Slizer,1999,20,34
853465-1,Upscaled Mug Blue,2015,501,0
8686-1,Toa Lewa,2008,339,51
9654-1,Early Simple Machines II,1998,516,97
9781789050455-1,Star Wars Rebels Forever,2017,497,4
B002-1,1 x 4 x 3 Train Window Clear,2000,254,25
3706-1,Elmer Elephant,1982,390,3
41508-1,Volectro,2014,581,70
4924-13,Advent Calendar 2004 Creator (Day 12) Green Present,2004,223,7
5437-1,Chicken / Parrot / Turkey (Explore),2003,505,6
5497-1,Play with Numbers,2010,505,58
71004-6,Mrs Scratchen-Post,2014,549,6
71011-15,Jewel Thief,2016,554,8
75154-1,TIE Striker,2016,185,542
76054-1,Batman: Scarecrow Harvest of Fear,2016,484,562
7907-5,Advent Calendar 2007 City (Day  4) Construction Worker and Pickaxe,2007,220,5
9463-1,The Werewolf,2012,558,243
9857-1,Assortment of Plate Pieces,1992,1,166
1345-1,"Pinions, Connectors, and Axles",1986,1,52
14-3,Small house set,1973,433,0
2964-1,Space Spider,1998,134,45
5004752-1,Boba Fett Key Light,2015,503,0
5005469-1,Absolutely Everything You Need to Know,2017,497,0
5173-1,Space Jet & Wings,1987,452,19
5589-1,Giant Box,2009,37,1600
6020-1,Magic Shop,1993,186,47
6281-1,Pirates Perilous Pitfall,1997,148,404
6352-1,Cargomaster Crane,1991,72,141
6454-1,Countdown Corner,1999,93,131
6625-1,Speed Trackers,1996,80,65
71012-6,Maleficent,2016,555,10
8152-1,Speed Chasing,2008,120,141
853651-1,The Batman Movie Accessory Set,2017,484,31
8803-1,Fisherman - Complete Set,2011,538,9
8827-16,Genie - Complete Set,2012,541,7
911836-1,Quadjumper,2018,159,42
9393-1,Tractor,2012,5,353
9581-1,WeDo Robotics USB Hub,2009,521,1
10829-1,Mickey's Workshop,2016,641,18
2856089-1,Hero Factory 2.0 Collection,2011,401,6
2856203-1,LEGO® Star Wars™ Yoda Minifigure Clock,2011,501,0
30103-1,Car,2012,494,32
40080-1,Friends Pencil Holder,2013,501,142
4087-1,"Basic Flexible Bucket, Large (Explore)",2002,505,91
41040-24,"Advent Calendar 2014, Friends (Day 23) - Christmas Tree",2014,226,18
